,dir_name,image_name,augmentation,soft_max
1665,/data3/test_meta_learning/Gen/Leonardo_images,Default_bokeh_photography_of_neon_blinding_floor_lighting_forc_0_62f55742-6434-42bc-a0cf-856b482cada8_0.jpg,QF40,[9.9999845e-01 1.5730697e-06]
1666,/data3/test_meta_learning/Gen/Leonardo_images,Default_Museum_0.jpg,QF40,[0.17392363 0.8260764 ]
1667,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_hyperrealistic_image_of_a_nearly_empty_parking_lot_T_1.jpg,QF40,[0.00582919 0.9941707 ]
1668,/data3/test_meta_learning/Gen/Leonardo_images,Default_CLOSEUP_the_object_on_the_dresser_Generate_a_highquali_1_d1115bf0-d929-4bfc-b675-6a9d3f0ad2a9_0.jpg,QF40,[0.42946178 0.5705383 ]
1669,/data3/test_meta_learning/Gen/Leonardo_images,Default_HD_Masterpiece_4K_HD_high_quality_Apple_Parks_Decorat_0.jpg,QF40,[0.00145788 0.9985422 ]
1670,/data3/test_meta_learning/Gen/Leonardo_images,Default_In_the_photograph_a_group_of_Swiss_employees_with_fair_0.jpg,QF40,[9.9999869e-01 1.3549942e-06]
1671,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Default_tallest_mammal_in_the_world_0.jpg,QF40,[0.7777936  0.22220646]
1672,/data3/test_meta_learning/Gen/Leonardo_images,Default_Cozy_picnic_area_wooden_furniture_empty_table_and_chai_3.jpg,QF40,[9.9935168e-01 6.4835907e-04]
1673,/data3/test_meta_learning/Gen/Leonardo_images,Default_pekk_2_20af735c-cfef-4334-bc5f-576144857b75_0.jpg,QF40,[9.9955577e-01 4.4427006e-04]
1674,/data3/test_meta_learning/Gen/Leonardo_images,Default_something_different_new_0.jpg,QF40,[0.987678   0.01232194]
1675,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_hyperrealistic_portrayal_of_an_empty_cafeteria_The_p_0.jpg,QF40,[9.9999213e-01 7.8951407e-06]
1676,/data3/test_meta_learning/Gen/Leonardo_images,Default_photo_of_young_woman_in_the_style_of_Richard_Avedon_fa_1.jpg,QF40,[9.9972540e-01 2.7458422e-04]
1677,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_sportman_playing_snowbord_on_mountain_0.jpg,QF40,[9.999995e-01 5.333396e-07]
1678,/data3/test_meta_learning/Gen/Leonardo_images,Default_Futuristic_Porsche_911_gt3_so_detailed_green_paint_job_2.jpg,QF40,[9.999000e-01 9.997836e-05]
1679,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_mbapee_in_Paris_tower_1.jpg,QF40,[0.9724091  0.02759089]
1680,/data3/test_meta_learning/Gen/Leonardo_images,Default_Street_photography_that_looks_abstract_snow_minimalism_0.jpg,QF40,[0.26564682 0.73435324]
1681,/data3/test_meta_learning/Gen/Leonardo_images,alchemyrefiner_alchemymagic_0_e40853a9-64d6-4d5b-85c2-470260fd3d74_0.jpg,QF40,[9.9999499e-01 5.0457147e-06]
1682,/data3/test_meta_learning/Gen/Leonardo_images,Default_I_need_to_draw_an_old_tattered_sofa_which_is_located_i_2.jpg,QF40,[0.8754961  0.12450389]
1683,/data3/test_meta_learning/Gen/Leonardo_images,Default_Macro_of_a_very_tiny_mushrooms_0.jpg,QF40,[0.1706284  0.82937163]
1684,/data3/test_meta_learning/Gen/Leonardo_images,Default_luxurious_chalet_on_the_top_of_mountain_1.jpg,QF40,[9.9999928e-01 6.8689553e-07]
1685,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_mundane_scene_of_a_bedroom_with_an_unmade_bed_The_wr_1.jpg,QF40,[1.000000e+00 8.515458e-09]
1686,/data3/test_meta_learning/Gen/Leonardo_images,Default_an_old_weathered_building_with_a_wooden_door_on_the_le_1.jpg,QF40,[0.9988261  0.00117387]
1687,/data3/test_meta_learning/Gen/Leonardo_images,alchemyrefiner_alchemymagic_0_eb678da7-95ea-4f2d-ac0c-6d774f123a6e_0.jpg,QF40,[0.9931886  0.00681141]
1688,/data3/test_meta_learning/Gen/Leonardo_images,alchemyrefiner_alchemymagic_0_a8f217f5-bc53-41fb-add8-ed8781677ed9_0 (1).jpg,QF40,[0.9975521 0.0024479]
1689,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_abandoned_campfire_on_the_beach_at_dusk_3.jpg,QF40,[0.99865794 0.00134205]
1690,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_cityscape_with_tall_buildings_palm_trees_and_a_stree_2.jpg,QF40,[9.996240e-01 3.759217e-04]
1691,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_bird_perched_on_a_rocky_outcrop_in_a_forested_area_w_1.jpg,QF40,[0.92056894 0.0794311 ]
1692,/data3/test_meta_learning/Gen/Leonardo_images,Default_horseshoes_bend_site_in_United_States_from_top_0.jpg,QF40,[0.99851996 0.00148009]
1693,/data3/test_meta_learning/Gen/Leonardo_images,Default_Cat_3.jpg,QF40,[0.8049413  0.19505872]
1694,/data3/test_meta_learning/Gen/Leonardo_images,Default_Mushroom_picking_in_Olympia_Washington_1979_1.jpg,QF40,[9.9996865e-01 3.1336218e-05]
1695,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_Puwyrua_cocktail_service_tasting_room_welcomes_custo_2_77b4b2b8-78e5-4c87-b2f1-52fe18e37b04_0.jpg,QF40,[9.9984956e-01 1.5042533e-04]
1696,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_serene_coastal_scene_with_the_sea_in_the_background_0.jpg,QF40,[9.9921727e-01 7.8269374e-04]
1697,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_wooden_table_with_various_objects_on_it_there_are_tw_1.jpg,QF40,[0.7919244  0.20807558]
1698,/data3/test_meta_learning/Gen/Leonardo_images,Default_Macro_of_a_birds_head_0.jpg,QF40,[0.04106231 0.95893776]
1699,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_Remote_Inuit_arctic_village_dry_and_dusty_r_2.jpg,QF40,[0.9910892  0.00891073]
1700,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_wooden_table_with_various_objects_on_it_there_are_tw_3.jpg,QF40,[0.7196708  0.28032917]
1701,/data3/test_meta_learning/Gen/Leonardo_images,Default_Modern_House_on_water_moored_in_a_large_forest_lake_0.jpg,QF40,[9.9999464e-01 5.3936983e-06]
1702,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_Create_a_visual_representation_of_a_5_years_0.jpg,QF40,[9.999999e-01 1.199570e-07]
1703,/data3/test_meta_learning/Gen/Leonardo_images,Default_Explore_Floridas_History_Guiding_You_Through_Floridas_2.jpg,QF40,[9.9998033e-01 1.9714455e-05]
1704,/data3/test_meta_learning/Gen/Leonardo_images,Default_Spring_background_with_flowers_and_dandelions_blurred_6.jpg,QF40,[9.9999833e-01 1.6678092e-06]
1705,/data3/test_meta_learning/Gen/Leonardo_images,alchemyrefiner_alchemymagic_0_0159adc1-bdf3-4ac0-9f93-cbee6b59688a_0.jpg,QF40,[1.000000e+00 8.944636e-10]
1706,/data3/test_meta_learning/Gen/Leonardo_images,Default_outdoor_wall_design_with_metal_profile_structure_bruta_1.jpg,QF40,[0.99094766 0.00905232]
1707,/data3/test_meta_learning/Gen/Leonardo_images,Default_Photorealistic_portrait_of_a_24yearold_American_girl_w_1_dfb0e680-d382-4c3c-adcb-77c12d69a2e8_0.jpg,QF40,[0.10680368 0.89319634]
1708,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_hyperrealistic_portrayal_of_an_empty_cafeteria_The_p_3.jpg,QF40,[9.9996543e-01 3.4576864e-05]
1709,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_mundane_scene_of_a_bedroom_with_an_unmade_bed_The_wr_0.jpg,QF40,[9.999908e-01 9.134402e-06]
1710,/data3/test_meta_learning/Gen/Leonardo_images,Default_Death_Valley_National_Park_vintage_poster_landscape_go_1.jpg,QF40,[0.9987937  0.00120624]
1711,/data3/test_meta_learning/Gen/Leonardo_images,Default_an_old_fashioned_white_car_with_black_accents_parked_1.jpg,QF40,[9.999466e-01 5.337663e-05]
1712,/data3/test_meta_learning/Gen/Leonardo_images,Default_Design_of_super_modern_kitchen_20_meters_in_monochrome_1.jpg,QF40,[0.9959479  0.00405211]
1713,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_harbor_scene_with_multiple_boats_including_three_mas_2.jpg,QF40,[3.6636213e-04 9.9963367e-01]
1714,/data3/test_meta_learning/Gen/Leonardo_images,Default_Plants_in_all_shades_of_green_gelliprint_Bohogrunge_lo_0.jpg,QF40,[0.9746689  0.02533105]
1715,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_An_Arabic_boat_broken_a_bit_without_people_0.jpg,QF40,[0.95522857 0.04477149]
1716,/data3/test_meta_learning/Gen/Leonardo_images,Default_In_the_photograph_a_close_up_shot_of_a_mysterious_asia_2.jpg,QF40,[0.17894728 0.82105273]
1717,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_hyperrealistic_image_of_a_nearly_empty_parking_lot_T_0.jpg,QF40,[0.00127405 0.99872595]
1718,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_creeper_plant_growing_0.jpg,QF40,[0.10895331 0.89104676]
1719,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_yellow_school_bus_with_the_word_stop_written_on_its_3.jpg,QF40,[9.9997497e-01 2.5064615e-05]
1720,/data3/test_meta_learning/Gen/Leonardo_images,Default_Bana_gzleri_kahve_rengi_kumral_sal_fizii_kaln_bacak_in_2.jpg,QF40,[9.9998963e-01 1.0417397e-05]
1721,/data3/test_meta_learning/Gen/Leonardo_images,Default_an_old_style_building_with_a_turret_like_roof_multip_1.jpg,QF40,[0.9895614 0.0104386]
1722,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_cityscape_with_tall_buildings_palm_trees_and_a_stree_3.jpg,QF40,[0.63110137 0.3688986 ]
1723,/data3/test_meta_learning/Gen/Leonardo_images,Default_facade_of_a_homemade_food_store_whose_name_is_Madame_P_0.jpg,QF40,[0.00220878 0.9977912 ]
1724,/data3/test_meta_learning/Gen/Leonardo_images,Default_The_photo_was_taken_from_outside_a_coffee_shop_from_be_2.jpg,QF40,[9.9942040e-01 5.7957304e-04]
1725,/data3/test_meta_learning/Gen/Leonardo_images,Default_the_golden_gate_bridge_spans_over_a_body_of_water_with_1.jpg,QF40,[4.1370222e-05 9.9995863e-01]
1726,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_horse_with_saddles_and_stirrups_standing_in_front_of_3.jpg,QF40,[9.991308e-01 8.691993e-04]
1727,/data3/test_meta_learning/Gen/Leonardo_images,Default_Generate_a_description_of_a_photo_that_symbolizes_the_0.jpg,QF40,[0.86670804 0.13329194]
1728,/data3/test_meta_learning/Gen/Leonardo_images,Default_high_quality_8K_Ultra_HD_hyperrealistic_portrait_of_a_1_d965abe5-ce45-4524-bab8-e96cc027f2dd_0.jpg,QF40,[0.60720664 0.39279342]
1729,/data3/test_meta_learning/Gen/Leonardo_images,Default_the_golden_gate_bridge_spans_over_a_body_of_water_with_2.jpg,QF40,[0.01115961 0.9888404 ]
1730,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_family_father_mother_and_daughter_of_two_years_walki_3.jpg,QF40,[0.8486176  0.15138239]
1731,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_hyperrealistic_portrayal_of_a_deserted_bus_stop_on_a_0.jpg,QF40,[9.9999988e-01 1.0589217e-07]
1732,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_stunning_magazinequality_portrait_of_a_23yearold_man_2.jpg,QF40,[0.4865293 0.5134707]
1733,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_plate_of_steak_potatoes_and_broccoli_with_gravy_on_i_1.jpg,QF40,[9.9994195e-01 5.8084293e-05]
1734,/data3/test_meta_learning/Gen/Leonardo_images,Default_Looking_over_a_Black_male_Video_editors_shoulder_wid_0.jpg,QF40,[9.999875e-01 1.252842e-05]
1735,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_bird_perched_on_a_rocky_outcrop_in_a_forested_area_w_2.jpg,QF40,[0.3436921  0.65630794]
1736,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_tall_tree_in_a_dense_forest_surrounded_by_tall_trees_3.jpg,QF40,[9.999994e-01 5.651909e-07]
1737,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_row_of_multi_storied_victorian_style_houses_with_v_1.jpg,QF40,[0.6089066  0.39109334]
1738,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_vast_mountainous_landscape_with_rugged_terrains_and_0.jpg,QF40,[9.9999833e-01 1.6651759e-06]
1739,/data3/test_meta_learning/Gen/Leonardo_images,Default_this_is_not_a_cartoon_but_a_picture_please_create_a_dr_1.jpg,QF40,[0.99731857 0.00268138]
1740,/data3/test_meta_learning/Gen/Leonardo_images,Default_Generate_a_serene_landscape_with_a_winding_path_leadin_1_ab5a7207-0e13-48a3-874f-4d2a7754b11d_0.jpg,QF40,[9.9985266e-01 1.4734702e-04]
1741,/data3/test_meta_learning/Gen/Leonardo_images,Default_an_old_fashioned_white_car_with_black_accents_parked_2.jpg,QF40,[0.99074566 0.00925427]
1742,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_house_made_of_wood_2.jpg,QF40,[0.7980132  0.20198683]
1743,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_horse_with_saddles_and_stirrups_standing_in_front_of_2.jpg,QF40,[9.9983263e-01 1.6738295e-04]
1744,/data3/test_meta_learning/Gen/Leonardo_images,Default_4k_Hd_utra_hyper_realistic_photo_very_dark_nighttime_a_1.jpg,QF40,[9.9999976e-01 1.8699608e-07]
1745,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_hyperrealistic_image_of_a_nearly_empty_parking_lot_T_3.jpg,QF40,[0.02933323 0.97066677]
1746,/data3/test_meta_learning/Gen/Leonardo_images,Default_Motorista_en_moto_de_motocross_pasando_por_una_duna_de_2.jpg,QF40,[0.74922657 0.25077343]
1747,/data3/test_meta_learning/Gen/Leonardo_images,Default_Portada_para_una_cancion_de_afro_house_Desierto_de_la_0.jpg,QF40,[0.9884963  0.01150367]
1748,/data3/test_meta_learning/Gen/Leonardo_images,alchemyrefiner_alchemymagic_0_9256833b-28a1-4359-99f4-ba9f1f0947cc_0.jpg,QF40,[9.999999e-01 1.250600e-07]
1749,/data3/test_meta_learning/Gen/Leonardo_images,Default_icon_512512_a_Road_to_Mountaintop_minimal_and_iconic_3_d88f5ac1-af96-44fe-b5da-80cc848e3830_0.jpg,QF40,[9.9999964e-01 3.6255764e-07]
1750,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_Bao_en_tonos_y_contrastes_peachfuzz_moderno_0.jpg,QF40,[9.9999881e-01 1.1789416e-06]
1751,/data3/test_meta_learning/Gen/Leonardo_images,Default_Macro_of_a_very_tiny_moss_white_0.jpg,QF40,[1.2627587e-04 9.9987376e-01]
1752,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_A_foggy_rainy_day_in_a_postapocalypticnatur_1.jpg,QF40,[9.9999404e-01 5.9510853e-06]
1753,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_hyperrealistic_portrayal_of_a_deserted_bus_stop_on_a_1.jpg,QF40,[9.999324e-01 6.761262e-05]
1754,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_photograph_showing_a_skyward_view_from_the_center_of_2_d0b1e3ec-f8f6-4299-af75-f7c1f168e98d_0.jpg,QF40,[0.01012941 0.9898706 ]
1755,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_monolithic_dining_table_design_by_marc_news_7.jpg,QF40,[0.9547157 0.0452843]
1756,/data3/test_meta_learning/Gen/Leonardo_images,Default_Piano_3.jpg,QF40,[0.997366   0.00263402]
1757,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_bird_perched_on_a_rocky_outcrop_in_a_forested_area_w_3.jpg,QF40,[0.50837743 0.4916226 ]
1758,/data3/test_meta_learning/Gen/Leonardo_images,alchemyrefiner_alchemymagic_2_6083a023-40ff-4166-b902-f8aea99e2db4_0.jpg,QF40,[9.9996567e-01 3.4294018e-05]
1759,/data3/test_meta_learning/Gen/Leonardo_images,Default_the_golden_gate_bridge_spans_over_a_body_of_water_with_0.jpg,QF40,[0.06568945 0.9343105 ]
1760,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_The_perfect_golf_course_from_the_aerial_vie_3.jpg,QF40,[9.9999285e-01 7.1668178e-06]
1761,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_vast_arid_landscape_with_a_clear_blue_sky_and_distan_0.jpg,QF40,[9.990645e-01 9.355213e-04]
1762,/data3/test_meta_learning/Gen/Leonardo_images,Default_an_old_style_building_with_a_turret_like_roof_multip_0.jpg,QF40,[9.9998701e-01 1.2994395e-05]
1763,/data3/test_meta_learning/Gen/Leonardo_images,Default_In_the_photograph_a_Swiss_Director_of_Works_at_Mint_Ar_0.jpg,QF40,[0.9869955  0.01300456]
1764,/data3/test_meta_learning/Gen/Leonardo_images,Default_Create_a_portrait_of_a_beautiful_woman_with_a_joyful_e_3_76d753d5-36c5-4dc1-bebd-1ad5e34a825f_0.jpg,QF40,[9.9999928e-01 7.0695427e-07]
1765,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_Ruelle_sombre_clair_par_des_lampadaires_cou_2.jpg,QF40,[0.9973373  0.00266267]
1766,/data3/test_meta_learning/Gen/Leonardo_images,Default_una_foto_de_un_cocktel_de_margarita_en_una_mesa_con_el_2.jpg,QF40,[9.9989569e-01 1.0435593e-04]
1767,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_perro_labrador_corriendo_tan_rapido_que_lev_2.jpg,QF40,[0.9712839  0.02871607]
1768,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_remote_rural_house_one_house_alone_at_night_1.jpg,QF40,[0.09916174 0.9008383 ]
1769,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_black_audi_RS7_parked_on_the_side_of_a_street_with_t_3.jpg,QF40,[0.0211569 0.9788431]
1770,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_hyperrealistic_image_of_a_nearly_empty_parking_lot_T_2.jpg,QF40,[3.5754281e-05 9.9996424e-01]
1771,/data3/test_meta_learning/Gen/Leonardo_images,Default_Beautiful_castle_with_white_marble_entrance_water_pool_2.jpg,QF40,[0.9984908  0.00150919]
1772,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_silver_suv_parked_on_a_dirt_road_in_the_desert_with_2.jpg,QF40,[9.9990654e-01 9.3507435e-05]
1773,/data3/test_meta_learning/Gen/Leonardo_images,Default_Birthday_cake_sea_view_balloons_1.jpg,QF40,[0.99081856 0.00918142]
1774,/data3/test_meta_learning/Gen/Leonardo_images,Default_charming_and_beautiful_view_in_forest_village_home_to_1_6f73da61-d00a-4d5d-bdbf-4e47b2a50df9_0.jpg,QF40,[9.9999845e-01 1.5711805e-06]
1775,/data3/test_meta_learning/Gen/Leonardo_images,Default_Road_to_Mountaintop_0_1a86e4ac-afab-4ff1-86f4-486ea44c8422_0.jpg,QF40,[9.9999833e-01 1.6596808e-06]
1776,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_vast_arid_landscape_with_a_clear_blue_sky_and_distan_1.jpg,QF40,[9.9986172e-01 1.3830248e-04]
1777,/data3/test_meta_learning/Gen/Leonardo_images,Default_City_being_destoyed_3.jpg,QF40,[9.9996781e-01 3.2171523e-05]
1778,/data3/test_meta_learning/Gen/Leonardo_images,alchemyrefiner_alchemymagic_0_a8f217f5-bc53-41fb-add8-ed8781677ed9_0.jpg,QF40,[9.9999726e-01 2.7106244e-06]
1779,/data3/test_meta_learning/Gen/Leonardo_images,Default_beautiful_clouds_Way_in_a_rice_field_8k_utra_professi_0.jpg,QF40,[0.994547   0.00545303]
1780,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_row_of_multi_storied_victorian_style_houses_with_v_2.jpg,QF40,[0.9681341  0.03186595]
1781,/data3/test_meta_learning/Gen/Leonardo_images,Default_Street_photography_that_looks_abstract_very_long_field_0.jpg,QF40,[0.996736   0.00326402]
1782,/data3/test_meta_learning/Gen/Leonardo_images,Default_beautiful_chubby_panda_walking_in_the_very_beautiful_g_0_2cd41e40-7ced-4ff3-8357-199ff060b5b0_0.jpg,QF65,[0.9397389  0.06026107]
1783,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_tall_tree_in_a_dense_forest_surrounded_by_tall_trees_1.jpg,QF65,[9.9999774e-01 2.2954375e-06]
1784,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_serene_coastal_scene_with_the_sea_in_the_background_2.jpg,QF65,[0.9907878  0.00921217]
1785,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_post_apocalyptic_survivor_sits_next_to_his_beat_up_1_2.jpg,QF65,[9.997371e-01 2.629283e-04]
1786,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_A_single_picture_frame_hung_on_the_wall_wit_0.jpg,QF65,[0.98999476 0.01000517]
1787,/data3/test_meta_learning/Gen/Leonardo_images,Default_In_a_wide_shot_a_beach_a_concrete_building_a_child_0.jpg,QF65,[0.88751394 0.11248608]
1788,/data3/test_meta_learning/Gen/Leonardo_images,Default_Opening_Scene_A_futuristic_server_room_filled_with_row_5.jpg,QF65,[9.999937e-01 6.261629e-06]
1789,/data3/test_meta_learning/Gen/Leonardo_images,Default_Zonificacin_Residencial13Intensidad_del_Uso13Accesibil_4.jpg,QF65,[9.9998629e-01 1.3685649e-05]
1790,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_hyperrealistic_portrayal_of_a_deserted_bus_stop_on_a_3.jpg,QF65,[0.99304867 0.00695129]
1791,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_grey_thoroughbred_horse_with_a_female_rider_gallopin_0.jpg,QF65,[9.9999976e-01 2.1013628e-07]
1792,/data3/test_meta_learning/Gen/Leonardo_images,Default_Death_Valley_National_Park_I_gave_poster_landscape_gol_3.jpg,QF65,[9.9997127e-01 2.8768809e-05]
1793,/data3/test_meta_learning/Gen/Leonardo_images,Default_Close_up_playing_piano_3.jpg,QF65,[9.990380e-01 9.620879e-04]
1794,/data3/test_meta_learning/Gen/Leonardo_images,Default_Skyline_r34_fast_end_furia_1.jpg,QF65,[0.00277241 0.9972276 ]
1795,/data3/test_meta_learning/Gen/Leonardo_images,Default_bokeh_photography_of_neon_blinding_floor_lighting_forc_0_62f55742-6434-42bc-a0cf-856b482cada8_0.jpg,QF65,[9.9999988e-01 1.2098133e-07]
1796,/data3/test_meta_learning/Gen/Leonardo_images,Default_Museum_0.jpg,QF65,[0.00191839 0.99808156]
1797,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_hyperrealistic_image_of_a_nearly_empty_parking_lot_T_1.jpg,QF65,[4.866649e-04 9.995134e-01]
1798,/data3/test_meta_learning/Gen/Leonardo_images,Default_CLOSEUP_the_object_on_the_dresser_Generate_a_highquali_1_d1115bf0-d929-4bfc-b675-6a9d3f0ad2a9_0.jpg,QF65,[0.33862615 0.66137385]
1799,/data3/test_meta_learning/Gen/Leonardo_images,Default_HD_Masterpiece_4K_HD_high_quality_Apple_Parks_Decorat_0.jpg,QF65,[0.00719092 0.99280906]
1800,/data3/test_meta_learning/Gen/Leonardo_images,Default_In_the_photograph_a_group_of_Swiss_employees_with_fair_0.jpg,QF65,[0.9989967  0.00100327]
1801,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Default_tallest_mammal_in_the_world_0.jpg,QF65,[0.01437332 0.98562676]
1802,/data3/test_meta_learning/Gen/Leonardo_images,Default_Cozy_picnic_area_wooden_furniture_empty_table_and_chai_3.jpg,QF65,[9.998970e-01 1.030178e-04]
1803,/data3/test_meta_learning/Gen/Leonardo_images,Default_pekk_2_20af735c-cfef-4334-bc5f-576144857b75_0.jpg,QF65,[0.8897384  0.11026167]
1804,/data3/test_meta_learning/Gen/Leonardo_images,Default_something_different_new_0.jpg,QF65,[0.83637327 0.16362678]
1805,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_hyperrealistic_portrayal_of_an_empty_cafeteria_The_p_0.jpg,QF65,[9.9975485e-01 2.4517352e-04]
1806,/data3/test_meta_learning/Gen/Leonardo_images,Default_photo_of_young_woman_in_the_style_of_Richard_Avedon_fa_1.jpg,QF65,[9.9997663e-01 2.3373861e-05]
1807,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_sportman_playing_snowbord_on_mountain_0.jpg,QF65,[9.999980e-01 2.053485e-06]
1808,/data3/test_meta_learning/Gen/Leonardo_images,Default_Futuristic_Porsche_911_gt3_so_detailed_green_paint_job_2.jpg,QF65,[9.999306e-01 6.933943e-05]
1809,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_mbapee_in_Paris_tower_1.jpg,QF65,[0.9507193  0.04928068]
1810,/data3/test_meta_learning/Gen/Leonardo_images,Default_Street_photography_that_looks_abstract_snow_minimalism_0.jpg,QF65,[0.99895823 0.00104175]
1811,/data3/test_meta_learning/Gen/Leonardo_images,alchemyrefiner_alchemymagic_0_e40853a9-64d6-4d5b-85c2-470260fd3d74_0.jpg,QF65,[9.9998760e-01 1.2361729e-05]
1812,/data3/test_meta_learning/Gen/Leonardo_images,Default_I_need_to_draw_an_old_tattered_sofa_which_is_located_i_2.jpg,QF65,[0.97642106 0.02357892]
1813,/data3/test_meta_learning/Gen/Leonardo_images,Default_Macro_of_a_very_tiny_mushrooms_0.jpg,QF65,[0.95283425 0.04716575]
1814,/data3/test_meta_learning/Gen/Leonardo_images,Default_luxurious_chalet_on_the_top_of_mountain_1.jpg,QF65,[9.9999714e-01 2.8080242e-06]
1815,/data3/test_meta_learning/Gen/Leonardo_images,Default_A_mundane_scene_of_a_bedroom_with_an_unmade_bed_The_wr_1.jpg,QF65,[1.000000e+00 1.210858e-09]
1816,/data3/test_meta_learning/Gen/Leonardo_images,Default_an_old_weathered_building_with_a_wooden_door_on_the_le_1.jpg,QF65,[0.9979122  0.00208771]
1817,/data3/test_meta_learning/Gen/Leonardo_images,alchemyrefiner_alchemymagic_0_eb678da7-95ea-4f2d-ac0c-6d774f123a6e_0.jpg,QF65,[0.9925937  0.00740632]
1818,/data3/test_meta_learning/Gen/Leonardo_images,alchemyrefiner_alchemymagic_0_a8f217f5-bc53-41fb-add8-ed8781677ed9_0 (1).jpg,QF65,[9.999510e-01 4.896693e-05]
1819,/data3/test_meta_learning/Gen/Leonardo_images,Leonardo_Vision_XL_abandoned_campfire_on_the_beach_at_dusk_3.jpg,QF65,[0.2878616 0.7121384]
1820,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_cityscape_with_tall_buildings_palm_trees_and_a_stree_2.jpg,QF65,[0.99449074 0.00550923]
1821,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_bird_perched_on_a_rocky_outcrop_in_a_forested_area_w_1.jpg,QF65,[0.22755815 0.77244186]
1822,/data3/test_meta_learning/Gen/Leonardo_images,Default_horseshoes_bend_site_in_United_States_from_top_0.jpg,QF65,[0.8208492 0.1791508]
1823,/data3/test_meta_learning/Gen/Leonardo_images,Default_Cat_3.jpg,QF65,[0.8234441  0.17655584]
1824,/data3/test_meta_learning/Gen/Leonardo_images,Default_Mushroom_picking_in_Olympia_Washington_1979_1.jpg,QF65,[9.9984229e-01 1.5772793e-04]
1825,/data3/test_meta_learning/Gen/Leonardo_images,Default_a_Puwyrua_cocktail_service_tasting_room_welcomes_custo_2_77b4b2b8-78e5-4c87-b2f1-52fe18e37b04_0.jpg,QF65,[0.99896    0.00104002]
